Order_ID,Shipping_Mode,Days_for_shipping_real,Days_for_shipment_scheduled,Order_Item_Quantity,Sales,Order_Profit_Per_Order,Category_Name,Order_Region,Order_Date,Shipping_Date
100418,Standard Class,2,4,2.0,96.1,13.27,Electronic Supplies,East,2018-04-30 22:27:44.864864864,2018-05-02 22:27:44.864864864
100419,First Class,4,1,5.0,173.16,18.78,Electronic Supplies,Central,2017-01-27 00:53:20.000000000,2017-01-31 00:53:20.000000000
100420,Second Class,7,2,2.0,120.03,19.54,Sports,East,2016-10-15 06:33:30.810810808,2016-10-22 06:33:30.810810808
100421,Second Class,4,2,3.0,522.12,90.49,Clothing,East,2015-01-27 07:21:04.864864865,2015-01-31 07:21:04.864864865
100422,Second Class,4,2,3.0,77.6,11.36,Electronic Supplies,East,2017-11-10 22:40:43.243243232,2017-11-14 22:40:43.243243232
100423,Standard Class,2,3,1.0,95.49,0.48,Electronic Supplies,West,2016-12-06 21:15:40.540540536,2016-12-08 21:15:40.540540536
100424,Standard Class,3,5,3.0,208.27,9.77,Clothing,South,2017-04-10 02:38:33.513513512,2017-04-13 02:38:33.513513512
100425,Standard Class,8,5,1.0,114.65,10.15,Clothing,East,2016-09-24 19:30:27.027027024,2016-10-02 19:30:27.027027024
100426,First Class,8,1,1.0,26.32,-0.21,Sports,South,2016-06-20 08:33:09.189189184,2016-06-28 08:33:09.189189184
100427,Standard Class,1,3,3.0,606.4,77.57,Clothing,West,2015-05-02 07:13:52.432432432,2015-05-03 07:13:52.432432432
100428,Second Class,7,3,1.0,85.77,19.12,Electronic Supplies,East,2015-03-31 03:34:46.486486486,2015-04-07 03:34:46.486486486
100429,Standard Class,5,4,6.0,248.29,52.17,Electronic Supplies,West,2017-07-21 09:53:52.432432432,2017-07-26 09:53:52.432432432
100430,Standard Class,6,3,1.0,76.35,12.92,Clothing,Central,2016-02-02 12:25:13.513513512,2016-02-08 12:25:13.513513512
100431,Standard Class,4,4,3.0,98.4,16.55,Sports,South,2016-02-21 12:23:47.027027024,2016-02-25 12:23:47.027027024
100432,Second Class,4,2,2.0,60.04,17.24,Clothing,West,2016-06-10 03:01:37.297297296,2016-06-14 03:01:37.297297296
100433,First Class,4,1,1.0,106.51,18.91,Sports,South,2016-06-01 08:34:35.675675672,2016-06-05 08:34:35.675675672
100434,Standard Class,5,3,1.0,113.43,20.88,Clothing,West,2016-10-28 10:14:03.243243240,2016-11-02 10:14:03.243243240
100435,Standard Class,3,3,3.0,158.2,-0.81,Sports,South,2016-02-11 06:52:15.135135132,2016-02-14 06:52:15.135135132
100436,Second Class,1,3,4.0,135.35,29.32,Clothing,West,2015-01-18 12:54:03.243243243,2015-01-19 12:54:03.243243243
100437,Standard Class,3,3,4.0,67.56,9.59,Clothing,East,2015-09-23 23:39:49.189189188,2015-09-26 23:39:49.189189188
100438,Second Class,5,2,2.0,122.67,12.71,Clothing,Central,2016-06-21 19:37:39.459459456,2016-06-26 19:37:39.459459456
100439,Second Class,3,2,4.0,441.67,37.01,Clothing,East,2018-07-11 13:08:28.108108112,2018-07-14 13:08:28.108108112
100440,Standard Class,5,4,3.0,408.89,27.03,Sports,East,2017-06-17 19:10:16.216216208,2017-06-22 19:10:16.216216208
100441,Standard Class,8,3,3.0,231.87,48.82,Clothing,Central,2015-11-22 21:44:30.270270268,2015-11-30 21:44:30.270270268
100442,Same Day,2,0,2.0,265.34,28.59,Sports,South,2017-04-15 22:56:34.594594592,2017-04-17 22:56:34.594594592
100443,Standard Class,5,4,3.0,658.22,45.46,Electronic Supplies,East,2018-11-18 14:49:22.162162160,2018-11-23 14:49:22.162162160
100444,Standard Class,4,3,4.0,249.96,12.07,Electronic Supplies,South,2017-08-12 08:01:26.486486480,2017-08-16 08:01:26.486486480
100445,Second Class,6,2,2.0,262.1,32.41,Electronic Supplies,South,2017-03-07 11:54:57.297297296,2017-03-13 11:54:57.297297296
100446,Second Class,3,3,4.0,62.37,5.07,Electronic Supplies,West,2017-04-30 13:41:37.297297296,2017-05-03 13:41:37.297297296
100447,Same Day,5,0,3.0,83.66,5.27,Clothing,South,2017-07-14 02:31:21.081081072,2017-07-19 02:31:21.081081072
100448,Second Class,6,2,1.0,168.81,-0.1,Clothing,East,2015-09-15 05:12:47.567567568,2015-09-21 05:12:47.567567568
100449,Standard Class,7,3,1.0,102.02,19.05,Sports,South,2017-08-29 20:55:29.729729728,2017-09-05 20:55:29.729729728
100450,Standard Class,5,5,2.0,90.14,8.92,Electronic Supplies,East,2017-09-10 13:31:31.891891888,2017-09-15 13:31:31.891891888
100451,Second Class,4,3,2.0,97.16,2.25,Electronic Supplies,East,2017-05-04 22:55:08.108108112,2017-05-08 22:55:08.108108112
100452,First Class,5,2,4.0,68.35,6.04,Clothing,East,2018-06-29 20:32:25.945945936,2018-07-04 20:32:25.945945936
100453,Standard Class,6,3,1.0,103.09,15.87,Clothing,East,2016-07-28 08:30:16.216216216,2016-08-03 08:30:16.216216216
100454,Second Class,5,2,4.0,215.0,24.15,Clothing,West,2015-08-27 05:14:14.054054052,2015-09-01 05:14:14.054054052
100455,Standard Class,2,4,4.0,554.25,69.44,Sports,East,2015-12-29 10:37:07.027027024,2015-12-31 10:37:07.027027024
100456,Standard Class,7,3,1.0,289.47,32.83,Sports,East,2017-07-15 13:35:51.351351344,2017-07-22 13:35:51.351351344
100457,Standard Class,5,4,4.0,260.73,2.05,Clothing,South,2018-07-17 09:26:29.189189184,2018-07-22 09:26:29.189189184
100458,Standard Class,5,5,6.0,60.02,11.16,Clothing,West,2017-09-04 17:13:30.810810800,2017-09-09 17:13:30.810810800
100459,Standard Class,3,4,3.0,186.33,-4.97,Sports,East,2016-07-02 01:09:11.351351352,2016-07-05 01:09:11.351351352
100460,Standard Class,5,4,4.0,165.09,24.26,Sports,West,2016-08-25 02:55:51.351351352,2016-08-30 02:55:51.351351352
100461,Standard Class,4,4,6.0,208.3,33.17,Clothing,West,2015-04-19 03:33:20.000000000,2015-04-23 03:33:20.000000000
100462,First Class,5,1,3.0,136.39,12.6,Electronic Supplies,South,2015-06-15 03:29:00.540540540,2015-06-20 03:29:00.540540540
100463,Second Class,2,2,2.0,507.93,70.23,Sports,East,2017-05-23 22:53:41.621621616,2017-05-25 22:53:41.621621616
100464,First Class,5,1,4.0,178.45,15.67,Electronic Supplies,Central,2018-11-05 11:08:49.729729728,2018-11-10 11:08:49.729729728
100465,Same Day,9,0,3.0,190.12,26.47,Electronic Supplies,East,2016-07-23 23:16:45.405405400,2016-08-01 23:16:45.405405400
100466,Standard Class,2,3,3.0,48.15,9.12,Clothing,East,2015-06-01 23:48:28.108108108,2015-06-03 23:48:28.108108108
100467,Standard Class,8,3,1.0,160.88,7.5,Clothing,South,2015-06-16 14:33:30.810810810,2015-06-24 14:33:30.810810810
100468,Second Class,4,3,3.0,363.95,59.66,Sports,East,2016-09-01 10:18:22.702702704,2016-09-05 10:18:22.702702704
100469,Standard Class,6,4,1.0,247.43,60.72,Clothing,South,2017-02-06 06:24:51.891891888,2017-02-12 06:24:51.891891888
100470,Same Day,6,0,5.0,42.47,5.57,Electronic Supplies,East,2016-10-29 21:18:33.513513512,2016-11-04 21:18:33.513513512
100471,Standard Class,5,3,2.0,128.73,8.98,Sports,South,2016-08-20 17:42:20.540540536,2016-08-25 17:42:20.540540536
100472,Same Day,5,0,1.0,531.52,154.7,Electronic Supplies,Central,2015-05-15 10:54:24.864864864,2015-05-20 10:54:24.864864864
100473,Standard Class,6,5,2.0,156.35,18.31,Clothing,South,2018-09-21 03:49:11.351351344,2018-09-27 03:49:11.351351344
100474,Second Class,4,3,1.0,212.63,27.33,Clothing,South,2015-05-11 01:40:54.054054054,2015-05-15 01:40:54.054054054
100475,First Class,4,1,3.0,493.91,64.3,Sports,South,2016-05-06 01:13:30.810810808,2016-05-10 01:13:30.810810808
100476,Same Day,5,0,5.0,155.94,22.74,Clothing,Central,2018-12-14 22:10:27.027027024,2018-12-19 22:10:27.027027024
100477,Standard Class,6,3,4.0,288.35,23.9,Sports,Central,2018-09-08 00:08:38.918918912,2018-09-14 00:08:38.918918912
100478,First Class,5,2,1.0,225.29,28.21,Electronic Supplies,West,2018-09-25 13:02:42.162162160,2018-09-30 13:02:42.162162160
100479,Same Day,6,0,1.0,258.88,48.2,Clothing,Central,2017-06-03 04:25:13.513513504,2017-06-09 04:25:13.513513504
100480,First Class,4,2,4.0,220.63,17.68,Sports,Central,2017-05-16 15:31:10.270270272,2017-05-20 15:31:10.270270272
100481,First Class,6,1,5.0,120.79,9.23,Clothing,Central,2017-06-11 22:52:15.135135136,2017-06-17 22:52:15.135135136
100482,First Class,2,2,2.0,128.89,11.17,Clothing,East,2015-05-18 09:03:25.405405404,2015-05-20 09:03:25.405405404
100483,Standard Class,4,5,2.0,98.94,2.19,Electronic Supplies,East,2015-01-17 01:49:32.972972973,2015-01-21 01:49:32.972972973
100484,First Class,1,2,2.0,59.39,3.29,Electronic Supplies,Central,2016-08-01 17:43:47.027027024,2016-08-02 17:43:47.027027024
100485,First Class,4,1,5.0,387.2,20.18,Clothing,Central,2017-02-17 23:00:54.054054048,2017-02-21 23:00:54.054054048
100486,Second Class,4,2,3.0,173.57,19.09,Electronic Supplies,East,2015-03-04 20:13:41.621621621,2015-03-08 20:13:41.621621621
100487,Standard Class,4,5,1.0,374.73,66.29,Sports,West,2015-03-03 09:09:11.351351351,2015-03-07 09:09:11.351351351
100488,Standard Class,5,4,1.0,476.99,107.94,Clothing,Central,2016-04-25 19:41:58.918918920,2016-04-30 19:41:58.918918920
100489,Same Day,4,0,5.0,178.52,20.45,Clothing,East,2015-09-02 01:32:15.135135136,2015-09-06 01:32:15.135135136
100490,Second Class,4,2,1.0,73.42,10.76,Electronic Supplies,South,2016-12-27 08:18:44.324324320,2016-12-31 08:18:44.324324320
100491,Standard Class,3,5,2.0,151.79,19.65,Clothing,South,2018-07-04 05:45:56.756756752,2018-07-07 05:45:56.756756752
100492,First Class,4,1,2.0,111.47,-6.41,Sports,South,2017-05-22 11:49:11.351351344,2017-05-26 11:49:11.351351344
100493,Standard Class,3,5,1.0,47.6,0.86,Sports,South,2018-01-09 20:45:24.324324320,2018-01-12 20:45:24.324324320
100494,Standard Class,2,4,1.0,124.45,21.27,Sports,East,2015-05-27 03:30:27.027027026,2015-05-29 03:30:27.027027026
100495,Standard Class,5,4,4.0,164.6,29.41,Clothing,West,2016-09-14 13:58:55.135135136,2016-09-19 13:58:55.135135136
100496,Standard Class,5,3,5.0,113.5,20.07,Clothing,East,2015-09-18 03:21:48.108108108,2015-09-23 03:21:48.108108108
100497,First Class,5,1,4.0,104.43,10.0,Clothing,West,2016-10-10 21:20:00.000000000,2016-10-15 21:20:00.000000000
100498,Standard Class,4,5,5.0,75.16,-3.73,Sports,East,2016-08-30 23:13:52.432432432,2016-09-03 23:13:52.432432432
100499,Same Day,4,0,2.0,195.85,5.43,Sports,West,2018-06-25 11:18:55.135135136,2018-06-29 11:18:55.135135136
100500,Same Day,6,0,4.0,581.16,23.22,Sports,East,2018-07-13 00:12:58.378378368,2018-07-19 00:12:58.378378368
100501,First Class,4,1,2.0,-150.0,63.46,Sports,Central,2017-09-20 19:03:03.783783776,2017-09-24 19:03:03.783783776
100502,First Class,4,1,3.0,263.71,21.47,Clothing,West,2015-09-16 16:17:17.837837836,2015-09-20 16:17:17.837837836
100503,Standard Class,1,3,6.0,267.47,65.59,Electronic Supplies,Central,2016-07-31 06:39:16.756756752,2016-08-01 06:39:16.756756752
100504,Second Class,4,2,1.0,158.19,35.97,Sports,Central,2018-08-24 09:23:36.216216208,2018-08-28 09:23:36.216216208
100505,First Class,4,2,2.0,53.36,13.01,Clothing,Central,2018-03-04 22:32:04.324324320,2018-03-08 22:32:04.324324320
100506,Standard Class,4,3,2.0,135.62,4.97,Clothing,East,2018-11-04 00:04:19.459459456,2018-11-08 00:04:19.459459456
100507,Second Class,5,2,1.0,91.83,13.71,Electronic Supplies,Central,2017-09-26 15:21:04.864864864,2017-10-01 15:21:04.864864864
100508,Second Class,4,2,1.0,190.67,13.69,Electronic Supplies,South,2016-07-13 17:45:13.513513512,2016-07-17 17:45:13.513513512
100509,Second Class,5,3,4.0,384.36,52.36,Clothing,East,2018-10-29 03:46:18.378378368,2018-11-03 03:46:18.378378368
100510,Second Class,5,3,6.0,621.86,28.33,Sports,East,2018-01-02 13:22:52.972972976,2018-01-07 13:22:52.972972976
100511,First Class,6,1,2.0,179.83,37.42,Clothing,East,2016-01-11 14:17:39.459459460,2016-01-17 14:17:39.459459460
100512,Standard Class,5,5,1.0,58.34,2.74,Clothing,West,2017-02-25 06:23:25.405405400,2017-03-02 06:23:25.405405400
100513,Second Class,7,3,1.0,179.6,-8.22,Sports,West,2016-05-04 14:09:00.540540536,2016-05-11 14:09:00.540540536
100514,Second Class,1,2,5.0,182.8,49.85,Sports,West,2015-01-22 22:07:34.054054054,2015-01-23 22:07:34.054054054
100515,Standard Class,3,3,2.0,268.07,38.98,Sports,West,2016-04-18 12:19:27.567567568,2016-04-21 12:19:27.567567568
100516,Standard Class,1,5,2.0,170.29,4.17,Clothing,South,2018-01-12 18:54:24.864864864,2018-01-13 18:54:24.864864864
100517,Standard Class,5,5,2.0,180.05,17.47,Clothing,South,2015-11-21 10:40:00.000000000,2015-11-26 10:40:00.000000000
100518,Second Class,6,3,2.0,114.34,7.3,Clothing,West,2015-09-19 14:26:18.378378376,2015-09-25 14:26:18.378378376
100519,Same Day,3,0,2.0,140.79,15.55,Clothing,Central,2018-12-07 14:47:55.675675664,2018-12-10 14:47:55.675675664
100520,Standard Class,7,4,4.0,240.71,41.94,Clothing,West,2015-02-02 03:39:05.945945946,2015-02-09 03:39:05.945945946
100521,First Class,2,1,3.0,46.73,7.55,Clothing,East,2016-06-04 06:43:36.216216216,2016-06-06 06:43:36.216216216
100522,Standard Class,7,4,3.0,140.3,18.28,Clothing,West,2017-08-31 08:00:00.000000000,2017-09-07 08:00:00.000000000
100523,Same Day,4,0,2.0,269.65,29.77,Clothing,South,2018-06-12 07:38:22.702702704,2018-06-16 07:38:22.702702704
100524,Second Class,2,3,3.0,500.93,98.33,Sports,West,2016-05-11 21:31:31.891891888,2016-05-13 21:31:31.891891888
100525,Second Class,4,3,3.0,133.1,-5.86,Clothing,South,2016-09-21 21:21:26.486486488,2016-09-25 21:21:26.486486488
100526,Standard Class,3,5,1.0,372.59,18.66,Clothing,Central,2017-03-16 06:21:58.918918920,2017-03-19 06:21:58.918918920
100527,Standard Class,3,3,3.0,517.24,16.4,Sports,Central,2018-05-02 09:32:15.135135136,2018-05-05 09:32:15.135135136
100528,Standard Class,3,4,1.0,134.22,25.57,Clothing,Central,2015-10-24 16:14:24.864864864,2015-10-27 16:14:24.864864864
100529,Standard Class,6,4,4.0,119.96,6.1,Sports,South,2017-07-09 17:17:50.270270272,2017-07-15 17:17:50.270270272
100530,Second Class,4,2,2.0,153.19,1.09,Clothing,South,2015-05-16 21:58:55.135135134,2015-05-20 21:58:55.135135134
100531,Second Class,4,3,6.0,163.49,25.17,Clothing,West,2017-03-26 11:53:30.810810808,2017-03-30 11:53:30.810810808
100532,Same Day,5,0,1.0,350.39,13.07,Clothing,West,2015-04-10 09:06:18.378378378,2015-04-15 09:06:18.378378378
100533,Same Day,5,0,4.0,104.28,8.54,Clothing,West,2017-06-28 00:41:48.108108112,2017-07-03 00:41:48.108108112
100534,First Class,3,1,3.0,468.6,140.81,Sports,South,2016-02-20 01:19:16.756756756,2016-02-23 01:19:16.756756756
100535,Second Class,4,2,3.0,102.46,17.72,Electronic Supplies,South,2018-05-18 11:21:48.108108112,2018-05-22 11:21:48.108108112
100536,Second Class,2,3,2.0,75.8,7.06,Clothing,West,2016-09-26 06:34:57.297297296,2016-09-28 06:34:57.297297296
100537,Second Class,3,2,2.0,242.37,24.31,Clothing,West,2015-08-12 14:29:11.351351352,2015-08-15 14:29:11.351351352
100538,Standard Class,5,5,4.0,383.7,70.06,Sports,Central,2015-04-20 14:37:50.270270270,2015-04-25 14:37:50.270270270
100539,Standard Class,3,4,1.0,193.66,31.57,Clothing,West,2017-12-02 20:48:17.297297296,2017-12-05 20:48:17.297297296
100540,Standard Class,4,5,1.0,228.79,26.55,Electronic Supplies,East,2016-10-13 19:29:00.540540536,2016-10-17 19:29:00.540540536
100541,Same Day,5,0,2.0,614.18,72.65,Clothing,Central,2015-10-02 18:06:50.810810808,2015-10-07 18:06:50.810810808
100542,First Class,2,2,2.0,387.23,-3.25,Electronic Supplies,South,2016-02-01 01:20:43.243243240,2016-02-03 01:20:43.243243240
100543,Standard Class,5,5,1.0,175.93,-4.43,Clothing,East,2015-12-11 21:43:03.783783784,2015-12-16 21:43:03.783783784
100544,First Class,3,2,1.0,130.29,12.49,Clothing,South,2016-12-12 17:33:41.621621616,2016-12-15 17:33:41.621621616
100545,First Class,8,1,1.0,351.35,20.85,Electronic Supplies,Central,2015-06-20 23:47:01.621621622,2015-06-28 23:47:01.621621622
100546,Standard Class,4,4,4.0,295.61,46.38,Sports,East,2018-10-10 03:47:44.864864864,2018-10-14 03:47:44.864864864
100547,Standard Class,6,4,3.0,226.35,28.47,Clothing,East,2017-01-18 06:26:18.378378376,2017-01-24 06:26:18.378378376
100548,First Class,4,2,4.0,139.41,6.72,Sports,Central,2018-04-20 16:56:12.972972976,2018-04-24 16:56:12.972972976
100549,First Class,2,2,6.0,164.08,20.19,Sports,East,2017-05-13 17:22:09.729729728,2017-05-15 17:22:09.729729728
100550,Second Class,5,3,2.0,156.67,11.99,Clothing,Central,2015-07-04 03:27:34.054054054,2015-07-09 03:27:34.054054054
100551,First Class,7,2,1.0,140.93,38.8,Sports,Central,2015-06-19 12:42:31.351351350,2015-06-26 12:42:31.351351350
100552,Second Class,5,2,1.0,116.66,16.44,Clothing,Central,2016-11-22 06:30:37.837837832,2016-11-27 06:30:37.837837832
100553,First Class,6,1,1.0,204.87,-3.04,Electronic Supplies,Central,2017-10-09 19:01:37.297297296,2017-10-15 19:01:37.297297296
100554,First Class,6,1,5.0,113.28,28.96,Electronic Supplies,West,2015-03-25 07:16:45.405405405,2015-03-31 07:16:45.405405405
100555,Second Class,3,3,2.0,193.5,11.48,Clothing,Central,2018-06-15 05:47:23.243243232,2018-06-18 05:47:23.243243232
100556,Standard Class,3,5,1.0,44.04,1.41,Clothing,West,2018-08-25 20:28:06.486486480,2018-08-28 20:28:06.486486480
100557,Standard Class,5,4,2.0,116.76,32.87,Clothing,West,2016-06-23 06:42:09.729729728,2016-06-28 06:42:09.729729728
100558,Standard Class,4,4,3.0,352.1,48.47,Clothing,East,2016-01-27 16:07:12.432432432,2016-01-31 16:07:12.432432432
100559,Second Class,6,3,3.0,96.04,15.95,Electronic Supplies,South,2015-03-09 05:27:12.432432432,2015-03-15 05:27:12.432432432
100560,First Class,7,2,1.0,253.37,42.73,Clothing,West,2016-05-25 01:12:04.324324320,2016-06-01 01:12:04.324324320
100561,Second Class,4,2,6.0,101.37,9.48,Clothing,West,2015-10-12 23:38:22.702702700,2015-10-16 23:38:22.702702700
100562,Standard Class,3,3,2.0,285.51,18.33,Electronic Supplies,Central,2018-12-31 00:00:00.000000000,2019-01-03 00:00:00.000000000
100563,Standard Class,6,5,1.0,142.15,10.98,Electronic Supplies,West,2018-05-03 20:36:45.405405408,2018-05-09 20:36:45.405405408
100564,Standard Class,3,5,5.0,138.54,33.07,Clothing,South,2017-12-11 15:15:18.918918912,2017-12-14 15:15:18.918918912
100565,Standard Class,6,4,1.0,178.63,22.56,Sports,East,2016-01-20 08:44:41.081081080,2016-01-26 08:44:41.081081080
100566,First Class,4,2,5.0,72.01,15.48,Sports,Central,2016-10-09 10:15:29.729729728,2016-10-13 10:15:29.729729728
100567,Standard Class,5,4,6.0,324.36,33.7,Electronic Supplies,East,2017-09-13 11:40:32.432432432,2017-09-18 11:40:32.432432432
100568,Standard Class,2,3,3.0,402.31,19.94,Sports,West,2016-03-20 06:49:22.162162160,2016-03-22 06:49:22.162162160
100569,Second Class,5,2,4.0,136.45,-0.73,Sports,East,2016-05-13 08:36:02.162162160,2016-05-18 08:36:02.162162160
100570,Standard Class,4,4,2.0,242.43,39.23,Clothing,West,2018-11-12 18:31:21.081081072,2018-11-16 18:31:21.081081072
100571,First Class,5,2,5.0,286.09,70.24,Clothing,Central,2015-08-06 18:11:10.270270268,2015-08-11 18:11:10.270270268
100572,Second Class,3,3,2.0,162.5,6.36,Sports,South,2015-07-01 05:18:33.513513512,2015-07-04 05:18:33.513513512
100573,Standard Class,5,4,3.0,83.9,12.67,Electronic Supplies,Central,2018-02-22 17:00:32.432432432,2018-02-27 17:00:32.432432432
100574,First Class,6,1,5.0,485.97,-0.02,Electronic Supplies,Central,2015-03-15 01:45:13.513513513,2015-03-21 01:45:13.513513513
100575,Second Class,3,3,6.0,133.6,8.76,Electronic Supplies,West,2016-05-30 21:30:05.405405400,2016-06-02 21:30:05.405405400
100576,Second Class,2,3,4.0,116.05,15.25,Sports,Central,2018-09-16 18:35:40.540540544,2018-09-18 18:35:40.540540544
100577,Standard Class,1,5,2.0,500.3,-14.14,Sports,Central,2015-07-27 12:39:38.378378378,2015-07-28 12:39:38.378378378
100578,Second Class,5,3,6.0,256.35,27.83,Electronic Supplies,Central,2016-11-17 21:17:07.027027024,2016-11-22 21:17:07.027027024
100579,Standard Class,5,4,3.0,203.84,8.78,Sports,East,2016-08-06 02:57:17.837837832,2016-08-11 02:57:17.837837832
100580,Standard Class,4,5,5.0,91.74,14.53,Clothing,South,2017-07-02 09:55:18.918918912,2017-07-06 09:55:18.918918912
100581,Standard Class,3,3,3.0,290.56,28.12,Clothing,South,2016-04-12 16:01:26.486486488,2016-04-15 16:01:26.486486488
100582,Same Day,4,0,2.0,1133.13,209.8,Electronic Supplies,East,2015-01-28 18:25:35.135135135,2015-02-01 18:25:35.135135135
100583,Standard Class,5,5,2.0,305.62,26.78,Clothing,Central,2018-03-28 07:44:08.648648640,2018-04-02 07:44:08.648648640
100584,Standard Class,4,5,2.0,238.04,0.24,Electronic Supplies,East,2018-02-28 13:18:33.513513504,2018-03-04 13:18:33.513513504
100585,First Class,8,2,4.0,275.53,-2.47,Clothing,West,2018-03-26 20:39:38.378378368,2018-04-03 20:39:38.378378368
100586,Standard Class,3,4,2.0,139.31,-5.95,Sports,East,2016-08-17 19:33:20.000000000,2016-08-20 19:33:20.000000000
100587,Standard Class,5,4,3.0,138.45,22.24,Sports,Central,2017-02-23 19:18:55.135135136,2017-02-28 19:18:55.135135136
100588,Standard Class,4,3,2.0,137.31,43.2,Sports,Central,2017-06-25 02:32:47.567567568,2017-06-29 02:32:47.567567568
100589,Standard Class,4,3,4.0,118.66,17.18,Clothing,West,2015-02-25 12:51:10.270270270,2015-03-01 12:51:10.270270270
100590,Standard Class,5,3,2.0,137.13,33.43,Electronic Supplies,East,2015-09-13 18:08:17.297297296,2015-09-18 18:08:17.297297296
100591,Standard Class,5,3,1.0,136.71,27.44,Sports,South,2015-12-25 01:23:36.216216216,2015-12-30 01:23:36.216216216
100592,First Class,9,1,1.0,147.08,10.08,Clothing,East,2018-04-25 02:09:43.783783776,2018-05-04 02:09:43.783783776
100593,Standard Class,2,4,1.0,144.42,30.51,Sports,Central,2017-09-01 19:04:30.270270272,2017-09-03 19:04:30.270270272
100594,Standard Class,2,4,2.0,201.94,14.48,Clothing,East,2018-01-06 22:36:23.783783776,2018-01-08 22:36:23.783783776
100595,Second Class,5,3,1.0,181.49,13.3,Clothing,East,2018-06-07 22:24:51.891891888,2018-06-12 22:24:51.891891888
100596,Standard Class,5,3,1.0,192.25,17.94,Clothing,Central,2015-08-14 01:33:41.621621620,2015-08-19 01:33:41.621621620
100597,First Class,3,2,5.0,463.82,45.04,Electronic Supplies,Central,2016-02-24 10:32:47.567567568,2016-02-27 10:32:47.567567568
100598,Standard Class,2,5,4.0,181.25,29.53,Clothing,Central,2017-05-29 19:11:42.702702704,2017-05-31 19:11:42.702702704
100599,Standard Class,2,3,2.0,725.66,40.88,Sports,Central,2017-04-11 13:43:03.783783784,2017-04-13 13:43:03.783783784
100600,Standard Class,6,4,6.0,216.86,39.28,Clothing,East,2017-12-21 20:46:50.810810800,2017-12-27 20:46:50.810810800
100601,Standard Class,3,4,1.0,128.93,23.2,Clothing,South,2015-01-25 20:16:34.594594594,2015-01-28 20:16:34.594594594
100602,Standard Class,4,4,,414.56,56.98,Electronic Supplies,East,2015-07-05 14:32:04.324324324,2015-07-09 14:32:04.324324324
100603,Standard Class,3,3,3.0,163.74,43.42,Sports,West,2016-04-15 14:10:27.027027024,2016-04-18 14:10:27.027027024
100604,Standard Class,4,4,2.0,36.38,7.75,Electronic Supplies,East,2016-01-08 16:08:38.918918916,2016-01-12 16:08:38.918918916
100605,Standard Class,2,5,2.0,171.98,33.64,Clothing,East,2017-08-18 04:19:27.567567568,2017-08-20 04:19:27.567567568
100606,Standard Class,4,5,2.0,146.65,16.91,Clothing,Central,2018-11-09 20:22:20.540540544,2018-11-13 20:22:20.540540544
100607,Standard Class,2,3,2.0,489.93,67.68,Electronic Supplies,East,2015-10-05 16:15:51.351351352,2015-10-07 16:15:51.351351352
100608,Standard Class,6,5,3.0,96.21,14.61,Sports,East,2015-06-18 01:38:01.081081080,2015-06-24 01:38:01.081081080
100609,First Class,3,2,1.0,138.9,15.43,Clothing,Central,2017-06-19 06:14:46.486486480,2017-06-22 06:14:46.486486480
100610,First Class,4,1,1.0,393.06,31.43,Clothing,West,2017-06-04 15:29:43.783783776,2017-06-08 15:29:43.783783776
100611,Standard Class,6,4,1.0,222.82,-18.37,Electronic Supplies,East,2015-09-21 01:30:48.648648648,2015-09-27 01:30:48.648648648
100612,Second Class,5,3,1.0,154.25,25.82,Clothing,East,2016-03-15 21:35:51.351351352,2016-03-20 21:35:51.351351352
100613,First Class,4,1,2.0,105.45,20.39,Sports,Central,2018-01-14 05:58:55.135135136,2018-01-18 05:58:55.135135136
100614,Standard Class,4,3,1.0,216.73,3.71,Clothing,West,2017-11-06 13:27:12.432432432,2017-11-10 13:27:12.432432432
100615,Second Class,4,2,4.0,169.18,26.8,Clothing,West,2017-11-22 15:16:45.405405408,2017-11-26 15:16:45.405405408
100616,Second Class,5,3,1.0,104.68,6.56,Electronic Supplies,Central,2017-09-28 02:25:35.135135136,2017-10-03 02:25:35.135135136
100617,Standard Class,9,4,1.0,108.28,8.74,Clothing,Central,2018-12-01 18:29:54.594594592,2018-12-10 18:29:54.594594592
100618,Standard Class,5,5,3.0,101.55,21.82,Clothing,East,2017-01-25 13:48:49.729729728,2017-01-30 13:48:49.729729728
100619,Second Class,4,3,1.0,90.45,2.78,Electronic Supplies,Central,2018-12-09 01:52:25.945945936,2018-12-13 01:52:25.945945936
100620,Second Class,5,3,3.0,316.44,9.69,Clothing,West,2015-03-07 18:22:42.162162162,2015-03-12 18:22:42.162162162
100621,Standard Class,4,5,3.0,289.92,73.75,Clothing,West,2018-08-21 11:14:35.675675664,2018-08-25 11:14:35.675675664
100622,Standard Class,2,5,1.0,316.77,31.16,Sports,Central,2015-08-18 10:47:12.432432432,2015-08-20 10:47:12.432432432
100623,Standard Class,5,3,1.0,172.94,36.27,Clothing,Central,2018-05-28 16:53:20.000000000,2018-06-02 16:53:20.000000000
100624,Standard Class,7,4,2.0,147.27,-2.64,Clothing,West,2015-09-07 21:50:16.216216216,2015-09-14 21:50:16.216216216
100625,First Class,3,1,1.0,149.03,-1.71,Clothing,Central,2015-01-24 09:12:04.324324324,2015-01-27 09:12:04.324324324
100626,Standard Class,5,3,1.0,334.86,12.38,Sports,Central,2017-01-16 19:21:48.108108104,2017-01-21 19:21:48.108108104
